FIPS,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,poverty_rate,homeownership_rate
92014,0.0655,0.0246,0.157,0.1541,0.2462,12532,10142,206,630,937,203520.0,5489,3954,12470,37.9,506,0.7203497904900711
92019,0.6152,0.4819,0.7283,0.3207,0.6837,45937,33652,1229,1498,9740,93732.0,15118,10405,45653,21.1,4256,0.6882524143405212
92020,0.9064,0.8316,0.8859,0.413,0.9826,59775,40912,3411,2730,15813,71400.0,19725,8436,58682,17.0,9337,0.42768060836501903
92021,0.9058,0.7766,0.898,0.4368,0.9913,69638,46209,3976,2827,19923,68093.0,22877,11857,68538,15.2,11949,0.518293482537046
92024,0.1871,0.1193,0.1831,0.1728,0.5006,50222,41083,263,2320,6755,141329.0,19490,12817,49714,37.9,2688,0.657619291944587
92025,0.8819,0.8211,0.752,0.6623,0.9542,50270,26382,1322,2411,26658,66894.0,17008,7172,49581,19.4,8650,0.42168391345249295
92026,0.731,0.6199,0.675,0.5654,0.821,53053,32272,926,3964,21682,86579.0,19009,11659,52645,18.9,6044,0.6133410489768004
92027,0.8287,0.7117,0.6912,0.6941,0.9531,55750,29538,1120,3570,31714,80260.0,17331,10378,55458,15.2,6130,0.598811378454792
92028,0.7386,0.7012,0.7317,0.5331,0.6912,51135,32710,1045,1683,21515,96160.0,16898,11765,50060,21.6,6087,0.6962362409752634
92029,0.3813,0.238,0.2717,0.417,0.6721,19986,14184,444,1644,5248,110456.0,7619,5669,19758,25.3,1000,0.7440609003806273
92036,0.3462,0.5316,0.3001,0.128,0.3065,3075,2528,48,0,513,72500.0,1428,1209,3000,19.3,248,0.8466386554621849
92037,0.3187,0.2626,0.23,0.2827,0.5545,37665,28655,441,4271,4917,136601.0,16275,10065,37324,33.8,3186,0.6184331797235023
92040,0.5982,0.4965,0.6761,0.2657,0.6616,45906,37225,882,600,9842,95952.0,15507,10376,45372,16.6,3423,0.6691171728896628
92054,0.7848,0.8515,0.4513,0.5224,0.8662,37050,23187,1299,1491,14190,68713.0,15014,5899,36439,24.0,4922,0.39289996003729855
92055,-999.0,-999.0,-999.0,0.4833,-999.0,10618,6565,903,525,3177,,0,0,0,10.3,0,
92056,0.5398,0.4199,0.7416,0.5144,0.4565,54190,33019,1586,4499,17232,97736.0,19695,12926,52641,23.9,3309,0.6563087077938563
92057,0.5789,0.5158,0.6518,0.6125,0.4658,58022,32598,3124,4831,23060,100066.0,18698,12802,57060,19.9,4654,0.6846721574499947
92058,0.7152,0.7737,0.2972,0.6249,0.7798,48272,25541,3819,2653,19748,68576.0,14149,4097,36444,17.3,4477,0.28956109972436217
92059,0.5363,0.5708,0.5753,0.855,0.2659,1456,365,8,68,737,94579.0,442,276,1456,4.1,130,0.6244343891402715
92060,0.0193,0.0778,0.0278,0.1054,0.0516,506,421,0,0,0,143241.0,148,148,506,4.3,65,1.0
92061,0.1351,0.2608,0.0718,0.345,0.2781,1677,1247,4,16,209,88750.0,746,628,1675,36.2,171,0.8418230563002681
92064,0.3819,0.2386,0.5151,0.4028,0.4959,48783,30616,1423,6562,8099,135943.0,16180,12207,48179,31.6,2860,0.7544499381953028
92065,0.3579,0.2883,0.3517,0.3909,0.4791,36836,27349,365,944,11612,120683.0,12113,9092,36348,21.7,1735,0.7505985305044167
92066,0.2544,0.6865,0.0463,0.0329,0.2555,319,311,8,0,0,,158,100,319,11.1,70,0.6329113924050633
92067,0.0462,0.0567,0.4467,0.2618,0.0411,9186,6756,37,703,1372,245427.0,3181,2884,9186,44.6,870,0.9066331342345174
92069,0.7538,0.6509,0.7207,0.6346,0.7914,46648,26757,940,5070,21427,86156.0,14930,8271,46443,24.0,5253,0.5539852645679839
92070,0.4368,0.5175,0.2039,0.43,0.4745,761,447,1,5,123,76000.0,300,147,761,29.6,100,0.49
92071,0.5287,0.3158,0.6066,0.3263,0.7538,59795,44204,1044,3258,11694,101906.0,20727,15156,57887,21.9,4909,0.7312201476335215
92075,0.2462,0.2368,0.2897,0.2589,0.3517,12072,9391,141,568,1871,128000.0,5110,3381,12063,42.3,617,0.6616438356164384
92078,0.6029,0.3579,0.5261,0.489,0.8824,53019,34576,742,5344,16614,107894.0,18045,12675,52796,30.2,4116,0.7024106400665004
92081,0.624,0.5246,0.3853,0.4782,0.836,29475,19050,1506,2209,8793,99153.0,10596,5666,28583,24.7,3143,0.534730086825217
92082,0.4205,0.3994,0.3418,0.4975,0.4322,20678,13441,406,407,7363,111716.0,6336,5515,20600,19.9,2130,0.8704229797979798
92083,0.8667,0.8181,0.6054,0.7252,0.9716,37864,19682,1108,1510,22849,80160.0,11259,5443,37261,13.7,4446,0.4834354738431477
92084,0.7404,0.693,0.5301,0.6074,0.8326,49971,30072,1109,1962,23733,94768.0,15007,8662,49293,19.1,4595,0.5771973079229693
92086,0.5462,0.5895,0.4455,0.3711,0.5139,1409,942,10,150,291,54167.0,548,471,1341,17.1,202,0.8594890510948905
92091,0.3327,0.5901,0.3934,0.2272,0.1506,1288,1025,0,125,92,96818.0,668,570,1288,30.1,146,0.8532934131736527
92092,-999.0,-999.0,-999.0,0.5773,-999.0,521,282,10,129,112,,0,0,521,53.3,0,
92093,-999.0,-999.0,-999.0,0.6703,-999.0,2044,980,66,566,596,,0,0,2044,39.5,0,
92096,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
